Age,Gender,EducationBackground,MaritalStatus,EmpDepartment,EmpJobRole,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,PerformanceRating
34,Female,Technical Degree,Divorced,Research & Development,Research Scientist,Non-Travel,26,1,1,92,2,1,3,1,No,20,3,5,2,3,5,4,0,0,No,3
40,Female,Medical,Divorced,Research & Development,Manager R&D,Travel_Rarely,2,1,2,89,4,2,3,5,No,20,2,15,0,3,12,11,11,8,No,2
34,Male,Medical,Married,Research & Development,Laboratory Technician,Travel_Rarely,29,3,2,86,3,2,3,4,No,13,1,10,1,3,8,7,7,7,No,2
31,Female,Life Sciences,Single,Sales,Sales Representative,Travel_Frequently,2,3,3,90,2,1,4,7,No,14,3,3,3,4,1,0,0,0,Yes,3
38,Male,Life Sciences,Divorced,Research & Development,Research Scientist,Travel_Frequently,7,3,4,57,4,1,3,1,No,11,4,4,2,3,4,2,0,3,No,3
34,Female,Technical Degree,Single,Research & Development,Healthcare Representative,Travel_Rarely,2,4,3,98,3,2,4,1,No,11,4,14,2,4,14,11,4,11,No,3
28,Male,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,26,3,3,48,2,2,1,1,No,11,3,5,0,3,5,3,0,4,No,3
39,Male,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,21,4,1,44,2,2,4,3,Yes,12,4,8,2,4,5,4,1,4,No,2
51,Male,Marketing,Married,Sales,Sales Executive,Travel_Frequently,2,3,2,52,3,3,2,2,No,11,2,14,5,3,4,2,3,2,No,2
41,Female,Life Sciences,Divorced,Research & Development,Manager R&D,Travel_Frequently,22,3,4,75,3,2,4,3,Yes,14,1,12,4,2,6,2,3,3,No,3
33,Male,Life Sciences,Married,Sales,Sales Executive,Travel_Frequently,5,1,2,61,3,2,4,6,No,13,1,8,2,4,5,4,1,2,No,2
32,Male,Marketing,Married,Sales,Sales Executive,Travel_Rarely,2,1,3,36,3,2,2,0,Yes,13,1,4,3,2,3,2,1,2,No,3
39,Male,Life Sciences,Married,Research & Development,Manager R&D,Non-Travel,25,2,3,71,3,3,3,3,No,21,2,13,2,3,6,4,0,5,No,4
25,Male,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,18,1,1,93,4,2,3,2,No,11,2,6,3,2,3,2,1,2,No,2
52,Female,Medical,Married,Research & Development,Manufacturing Director,Travel_Frequently,28,2,4,59,4,4,3,2,Yes,11,2,24,3,2,5,3,0,2,No,3
43,Female,Medical,Single,Research & Development,Research Scientist,Travel_Rarely,6,3,1,73,2,2,3,1,Yes,14,1,20,3,1,20,7,1,8,No,2
27,Female,Marketing,Married,Sales,Sales Executive,Travel_Rarely,10,3,4,98,2,2,4,1,Yes,11,4,6,3,3,6,2,4,4,No,3
27,Female,Life Sciences,Single,Research & Development,Research Scientist,Travel_Rarely,17,4,4,51,3,1,3,1,Yes,13,4,8,2,3,8,2,7,7,Yes,3
26,Male,Medical,Single,Research & Development,Research Scientist,Travel_Rarely,2,1,1,36,2,1,4,0,No,12,4,5,2,3,4,3,1,1,No,3
42,Female,Human Resources,Married,Human Resources,Manager,Travel_Rarely,10,3,3,31,3,4,1,0,No,14,3,21,5,3,20,7,0,9,No,3
37,Female,Medical,Single,Research & Development,Manager R&D,Travel_Rarely,11,3,1,94,3,1,3,4,No,18,1,8,6,3,3,2,0,2,No,3
35,Male,Life Sciences,Single,Research & Development,Manufacturing Director,Travel_Frequently,18,2,3,60,3,3,4,2,No,11,3,10,2,3,2,2,2,2,No,3
25,Male,Technical Degree,Married,Research & Development,Laboratory Technician,Travel_Rarely,1,3,1,81,3,1,4,4,No,11,2,7,2,2,3,2,0,2,No,3
29,Male,Other,Single,Human Resources,Human Resources,Travel_Rarely,17,3,2,51,2,3,1,1,No,13,1,10,3,2,10,9,0,9,No,3
49,Male,Life Sciences,Single,Research & Development,Manager R&D,Travel_Frequently,28,2,1,97,2,2,1,3,No,20,1,20,2,3,4,3,1,3,Yes,3
54,Female,Medical,Single,Research & Development,Research Director,Travel_Rarely,1,3,4,54,3,4,4,6,No,19,4,29,3,2,20,7,12,7,No,3
58,Female,Medical,Married,Research & Development,Manager R&D,Travel_Rarely,1,3,4,76,3,5,1,3,Yes,21,3,32,3,3,9,8,1,5,No,4
36,Female,Marketing,Single,Sales,Sales Executive,Travel_Rarely,3,4,1,99,3,2,2,3,Yes,16,4,15,3,3,5,4,0,1,No,3
31,Female,Life Sciences,Single,Sales,Sales Representative,Travel_Frequently,1,4,2,50,1,1,3,1,No,12,2,1,3,3,1,0,0,0,Yes,3
30,Female,Marketing,Divorced,Sales,Sales Executive,Travel_Rarely,7,4,4,73,3,2,1,7,No,14,2,8,3,3,3,2,0,2,No,3
31,Female,Life Sciences,Single,Research & Development,Research Director,Travel_Rarely,8,5,1,93,3,4,2,3,No,11,3,9,3,4,3,2,1,0,No,3
34,Male,Other,Divorced,Research & Development,Research Scientist,Travel_Frequently,1,4,4,91,3,1,1,5,No,14,3,10,2,3,4,3,1,3,No,3
31,Female,Life Sciences,Single,Research & Development,Research Scientist,Travel_Rarely,8,3,1,34,2,1,2,1,No,12,3,1,3,4,1,0,0,0,Yes,3
27,Male,Life Sciences,Married,Research & Development,Manager R&D,Travel_Rarely,11,1,2,91,3,1,1,0,No,14,2,6,3,4,5,0,1,4,No,3
36,Male,Life Sciences,Single,Research & Development,Laboratory Technician,Travel_Rarely,4,4,1,37,2,2,4,1,No,16,3,10,2,2,10,4,1,8,No,2
47,Male,Technical Degree,Married,Research & Development,Research Scientist,Travel_Rarely,1,3,1,74,3,1,4,7,No,12,3,17,2,2,6,5,1,2,No,2
25,Male,Life Sciences,Married,Sales,Sales Representative,Travel_Rarely,9,2,1,68,2,1,1,3,No,12,1,6,2,3,3,2,2,2,Yes,2
37,Male,Technical Degree,Single,Research & Development,Manager R&D,Non-Travel,5,2,3,84,4,1,3,0,No,14,1,7,2,1,6,5,1,3,No,3
56,Female,Life Sciences,Married,Research & Development,Manager R&D,Travel_Rarely,1,2,1,90,3,1,1,2,No,22,4,5,3,4,3,2,1,0,No,4
24,Female,Medical,Married,Sales,Sales Executive,Travel_Rarely,4,1,4,42,3,2,3,1,Yes,12,3,5,3,3,5,4,0,3,No,3
34,Female,Life Sciences,Married,Research & Development,Laboratory Technician,Travel_Rarely,1,3,4,86,2,1,2,5,No,17,1,7,2,2,5,4,0,2,No,3
41,Male,Medical,Married,Research & Development,Manager R&D,Travel_Rarely,5,5,2,90,4,1,3,2,Yes,12,1,7,5,2,4,2,0,3,No,3
40,Male,Other,Divorced,Research & Development,Laboratory Technician,Non-Travel,9,4,3,81,3,2,3,3,No,11,3,11,2,4,8,7,0,7,No,3
31,Male,Life Sciences,Divorced,Sales,Sales Executive,Travel_Rarely,8,2,1,31,3,3,4,1,No,18,1,13,5,3,13,7,9,9,No,2
39,Female,Life Sciences,Single,Research & Development,Laboratory Technician,Non-Travel,2,3,1,54,2,1,1,2,Yes,23,2,11,2,4,1,0,0,0,Yes,4
31,Female,Life Sciences,Single,Research & Development,Manager R&D,Travel_Frequently,1,5,3,100,4,3,2,1,No,11,1,10,2,3,10,8,4,7,Yes,3
45,Male,Medical,Divorced,Research & Development,Manager R&D,Travel_Rarely,20,3,2,95,1,3,1,2,Yes,18,2,24,2,3,7,7,0,7,No,3
31,Female,Medical,Single,Human Resources,Human Resources,Travel_Rarely,8,2,4,96,4,1,2,9,No,18,4,8,3,3,3,2,0,2,No,3
45,Male,Technical Degree,Married,Research & Development,Manager R&D,Travel_Rarely,29,3,2,55,3,3,4,4,Yes,18,4,10,4,4,3,1,1,2,No,3
34,Female,Technical Degree,Married,Human Resources,Human Resources,Travel_Rarely,9,4,1,52,3,1,3,1,No,15,4,2,0,3,2,2,2,2,Yes,2
40,Male,Medical,Divorced,Research & Development,Research Director,Non-Travel,8,1,4,55,2,3,2,2,No,11,3,16,5,3,9,8,4,8,No,3
44,Male,Life Sciences,Single,Research & Development,Laboratory Technician,Non-Travel,5,3,3,90,2,1,3,3,No,14,4,7,5,3,5,2,0,3,No,3
49,Male,Technical Degree,Married,Research & Development,Manager R&D,Travel_Rarely,5,4,1,96,3,2,3,2,No,14,2,20,0,2,3,2,1,2,No,2
40,Male,Medical,Divorced,Research & Development,Research Scientist,Travel_Rarely,2,3,3,68,3,1,3,2,No,14,3,8,3,4,3,1,1,2,No,4
44,Male,Life Sciences,Single,Research & Development,Manager R&D,Travel_Rarely,20,3,4,49,3,1,2,1,No,13,3,6,3,2,5,2,1,3,No,3
33,Male,Medical,Married,Sales,Sales Executive,Travel_Frequently,7,3,4,54,3,2,1,0,No,14,1,5,2,3,4,3,0,3,No,3
34,Male,Other,Single,Sales,Sales Executive,Travel_Rarely,3,3,4,81,1,2,1,3,No,18,4,15,2,3,13,9,3,12,No,3
30,Male,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,16,1,4,96,3,2,3,8,No,15,3,4,2,2,2,1,2,2,No,3
42,Female,Medical,Single,Research & Development,Laboratory Technician,Travel_Frequently,9,2,1,74,3,1,4,1,No,13,3,12,3,3,12,9,5,8,No,2
44,Female,Marketing,Married,Sales,Sales Executive,Travel_Frequently,1,5,1,79,3,2,3,7,No,12,3,11,4,2,1,0,0,0,No,3
30,Male,Technical Degree,Divorced,Research & Development,Research Scientist,Non-Travel,7,3,3,64,3,1,3,1,No,13,2,1,2,2,1,0,0,0,No,3
57,Male,Life Sciences,Married,Research & Development,Research Scientist,Travel_Rarely,1,2,2,93,4,2,3,0,No,24,1,13,2,2,12,9,2,8,No,2
49,Male,Life Sciences,Divorced,Research & Development,Manager R&D,Travel_Rarely,7,4,3,35,3,3,2,3,No,14,2,29,3,3,8,7,0,7,No,3
34,Male,Medical,Divorced,Research & Development,Research Director,Travel_Frequently,15,3,2,71,3,4,1,7,No,14,4,16,3,2,14,8,6,9,No,2
28,Male,Technical Degree,Married,Sales,Sales Representative,Travel_Frequently,1,3,1,92,3,1,3,3,No,15,4,5,3,4,3,2,1,2,Yes,2
34,Female,Medical,Single,Sales,Sales Executive,Travel_Rarely,24,4,1,40,2,2,2,0,Yes,23,3,16,2,4,15,9,10,10,Yes,2
35,Male,Life Sciences,Married,Sales,Sales Representative,Travel_Rarely,7,1,4,76,3,1,3,1,No,13,1,1,3,3,1,0,0,0,No,3
24,Female,Life Sciences,Married,Sales,Sales Representative,Non-Travel,13,2,4,78,3,1,2,1,No,13,3,1,2,3,1,0,0,0,No,3
44,Male,Medical,Single,Research & Development,Manager R&D,Travel_Frequently,2,1,2,86,3,3,3,5,Yes,18,2,16,2,2,2,2,2,2,No,2
29,Male,Life Sciences,Divorced,Sales,Sales Executive,Travel_Rarely,19,3,3,77,2,2,3,1,No,14,3,10,3,3,10,7,0,4,No,3
55,Male,Life Sciences,Married,Research & Development,Manager R&D,Travel_Rarely,4,4,4,30,3,2,3,0,Yes,16,2,4,2,3,3,2,1,2,No,3
33,Female,Medical,Married,Research & Development,Manager R&D,Travel_Rarely,4,4,1,82,2,1,2,8,No,11,4,8,5,3,5,4,0,2,No,3
47,Female,Medical,Married,Sales,Sales Executive,Travel_Rarely,14,3,3,78,3,2,3,3,Yes,17,3,11,4,2,5,4,1,2,No,3
28,Male,Medical,Single,Research & Development,Laboratory Technician,Travel_Frequently,2,2,3,38,2,1,1,7,No,11,3,8,2,2,0,0,0,0,Yes,3
28,Male,Life Sciences,Divorced,Research & Development,Manager R&D,Travel_Rarely,1,3,1,72,2,1,3,1,No,14,4,1,2,1,1,0,0,0,No,3
28,Male,Life Sciences,Single,Sales,Sales Executive,Travel_Frequently,7,3,3,55,3,2,1,0,No,14,4,5,5,3,4,2,1,3,No,3
49,Female,Medical,Married,Research & Development,Laboratory Technician,Travel_Rarely,3,2,3,43,2,2,1,4,No,25,1,10,3,3,3,2,1,2,No,4
29,Female,Life Sciences,Married,Research & Development,Laboratory Technician,Travel_Frequently,2,1,4,97,3,1,2,0,No,13,3,4,3,3,3,2,0,2,No,3
28,Male,Life Sciences,Married,Research & Development,Manager R&D,Travel_Rarely,29,1,3,96,1,2,2,1,No,14,2,8,2,2,8,6,1,7,No,3
33,Male,Life Sciences,Single,Research & Development,Healthcare Representative,Travel_Rarely,8,5,4,69,3,2,3,2,Yes,17,1,14,6,3,0,0,0,0,No,3
32,Male,Medical,Single,Research & Development,Manager,Travel_Rarely,10,3,3,64,3,3,4,2,No,25,2,10,5,4,5,2,0,0,No,3
54,Female,Medical,Divorced,Research & Development,Manager R&D,Travel_Frequently,11,4,2,87,3,4,4,3,No,20,1,26,2,3,14,9,1,12,No,2
29,Male,Technical Degree,Single,Research & Development,Research Scientist,Travel_Rarely,1,4,1,100,2,1,1,6,No,13,3,11,2,1,9,7,0,7,Yes,3
46,Female,Life Sciences,Married,Sales,Manager,Travel_Rarely,3,3,3,51,3,4,2,8,No,12,4,23,2,4,13,12,5,1,No,3
35,Female,Life Sciences,Single,Research & Development,Manager R&D,Travel_Rarely,16,3,4,91,2,3,2,1,No,19,4,11,3,1,11,8,3,3,No,3
23,Male,Life Sciences,Single,Research & Development,Laboratory Technician,Travel_Rarely,20,1,1,97,3,2,3,0,No,14,2,5,2,3,4,3,1,2,No,2
40,Male,Life Sciences,Single,Research & Development,Laboratory Technician,Travel_Rarely,9,4,4,86,3,1,1,3,No,14,2,15,3,1,5,4,1,0,Yes,3
34,Male,Technical Degree,Married,Sales,Sales Executive,Travel_Rarely,1,3,4,64,2,3,3,1,Yes,14,4,10,3,3,10,9,8,6,No,3
50,Male,Medical,Single,Research & Development,Research Director,Travel_Frequently,22,5,3,88,1,4,4,1,Yes,13,4,32,2,3,32,6,13,9,No,3
42,Male,Medical,Married,Research & Development,Manager R&D,Travel_Rarely,2,3,3,68,2,1,2,4,No,14,2,4,3,3,1,0,0,0,No,3
37,Male,Medical,Married,Research & Development,Research Scientist,Travel_Rarely,13,3,1,47,3,2,4,1,No,17,1,10,2,3,10,8,3,7,No,2
29,Female,Other,Married,Research & Development,Healthcare Representative,Travel_Rarely,8,1,3,39,1,2,1,3,No,13,3,9,3,3,7,7,0,7,No,3
33,Male,Life Sciences,Single,Research & Development,Manufacturing Director,Travel_Rarely,25,3,4,44,2,2,2,1,No,13,4,5,2,3,5,3,0,2,No,3
45,Male,Technical Degree,Married,Research & Development,Research Scientist,Travel_Rarely,28,3,4,97,3,1,4,4,No,20,4,8,3,3,5,4,0,3,No,4
42,Male,Life Sciences,Married,Research & Development,Healthcare Representative,Travel_Frequently,2,3,4,40,3,3,4,2,Yes,14,3,24,3,1,20,8,13,9,No,3
40,Male,Medical,Married,Sales,Sales Executive,Travel_Rarely,9,2,1,47,3,2,1,0,No,12,4,9,5,4,8,4,7,1,No,2
33,Male,Life Sciences,Married,Research & Development,Laboratory Technician,Travel_Rarely,28,4,2,79,3,2,3,1,Yes,12,2,15,3,3,15,14,5,7,No,2
40,Male,Medical,Single,Human Resources,Manager,Travel_Rarely,6,2,3,38,3,4,4,1,Yes,21,4,21,2,3,21,7,7,7,No,4
24,Male,Technical Degree,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,21,2,3,57,2,1,1,0,No,14,2,2,3,3,1,1,0,0,No,3
40,Male,Life Sciences,Divorced,Research & Development,Manager R&D,Non-Travel,8,2,4,72,3,2,4,3,Yes,18,3,8,2,3,2,2,2,2,No,3
45,Male,Technical Degree,Divorced,Research & Development,Healthcare Representative,Travel_Rarely,1,4,1,66,3,3,2,1,No,12,1,10,4,3,10,8,7,7,No,2
35,Female,Life Sciences,Married,Sales,Sales Representative,Travel_Rarely,28,4,2,98,2,1,3,0,No,23,1,6,5,3,5,3,4,2,No,2
36,Male,Life Sciences,Single,Sales,Sales Representative,Travel_Rarely,2,4,3,70,3,1,4,3,Yes,21,4,7,3,2,3,2,1,2,No,4
48,Female,Life Sciences,Divorced,Sales,Sales Executive,Travel_Rarely,16,4,3,96,3,2,3,8,No,14,3,18,2,3,8,7,7,7,No,3
33,Male,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,8,4,1,46,3,2,1,2,No,13,4,8,6,1,2,2,2,2,No,2
30,Male,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,1,3,2,64,2,2,1,1,No,11,4,10,4,3,10,8,6,7,Yes,2
38,Male,Human Resources,Married,Human Resources,Human Resources,Travel_Frequently,10,4,3,71,3,2,3,3,No,11,3,10,2,3,6,3,1,2,No,3
30,Male,Technical Degree,Married,Sales,Sales Executive,Travel_Rarely,29,4,3,33,3,3,2,3,No,12,2,9,3,3,4,2,1,3,No,3
35,Female,Life Sciences,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,2,3,1,69,3,1,1,1,Yes,12,4,1,2,3,1,0,0,0,Yes,3
53,Female,Technical Degree,Married,Research & Development,Manufacturing Director,Travel_Rarely,2,5,3,78,2,3,4,0,No,16,2,34,4,3,33,7,1,9,Yes,3
38,Male,Medical,Married,Research & Development,Manufacturing Director,Travel_Rarely,2,3,3,81,3,2,2,4,No,11,1,7,2,3,5,2,1,4,Yes,3
48,Female,Other,Married,Research & Development,Manager R&D,Travel_Rarely,15,4,3,65,3,1,1,8,No,12,4,10,3,2,8,2,7,6,No,3
34,Male,Medical,Single,Research & Development,Research Scientist,Travel_Rarely,7,4,1,35,3,1,4,1,No,13,3,1,4,1,1,0,0,0,No,3
55,Male,Marketing,Married,Sales,Manager,Travel_Rarely,26,5,3,60,2,5,4,1,No,21,3,36,3,3,36,6,2,13,No,4
34,Male,Life Sciences,Married,Research & Development,Manager R&D,Travel_Rarely,1,4,2,45,3,2,4,9,No,17,2,9,3,2,2,2,2,1,No,2
38,Male,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,14,3,3,80,3,2,2,0,No,11,4,10,3,3,9,8,7,7,No,3
36,Female,Life Sciences,Single,Sales,Sales Executive,Travel_Rarely,1,4,2,73,3,2,3,6,No,13,1,15,5,3,1,0,0,0,No,3
29,Male,Medical,Single,Research & Development,Manager R&D,Travel_Rarely,3,1,2,87,3,1,1,1,Yes,18,4,10,3,3,10,9,1,5,No,2
35,Female,Medical,Single,Research & Development,Healthcare Representative,Travel_Rarely,10,4,1,51,3,2,3,3,Yes,16,3,10,4,3,5,2,0,4,No,3
39,Male,Medical,Married,Sales,Sales Executive,Travel_Rarely,6,3,4,38,4,3,3,2,No,11,1,11,3,3,7,6,7,6,No,3
29,Male,Life Sciences,Divorced,Finance,Finance Manager,Travel_Frequently,2,1,1,87,3,2,4,1,No,19,4,6,0,4,6,4,1,3,No,2
50,Male,Marketing,Married,Sales,Manager,Travel_Rarely,9,3,3,59,3,5,3,4,Yes,16,3,27,2,3,1,0,0,0,No,3
23,Male,Technical Degree,Married,Finance,Finance Manager,Travel_Rarely,10,3,4,45,4,1,3,2,No,16,4,4,2,3,2,2,2,2,No,3
35,Male,Life Sciences,Married,Finance,Finance Manager,Travel_Rarely,28,3,2,46,4,2,3,1,No,17,4,10,3,2,10,9,6,8,No,2
34,Male,Technical Degree,Married,Finance,Finance Manager,Travel_Frequently,10,4,4,92,2,2,3,1,No,14,2,8,3,2,8,2,7,7,No,3
43,Male,Technical Degree,Divorced,Finance,Finance Manager,Travel_Rarely,27,3,4,87,4,1,2,5,No,12,3,8,0,3,6,4,0,2,No,3
28,Male,Medical,Married,Finance,Finance Manager,Travel_Rarely,24,3,3,51,3,1,2,1,Yes,17,3,1,3,3,1,1,0,0,Yes,3
22,Female,Other,Married,Finance,Finance Manager,Non-Travel,26,2,2,85,2,1,3,1,Yes,14,2,4,2,2,4,2,1,3,No,2
50,Male,Medical,Married,Finance,Finance Manager,Travel_Frequently,20,5,2,41,3,4,3,2,Yes,15,3,32,3,3,30,8,12,13,No,2
32,Female,Other,Married,Finance,Finance Manager,Travel_Rarely,5,4,2,35,4,1,4,3,No,17,4,6,3,3,3,2,0,2,No,3
44,Female,Medical,Divorced,Finance,Finance Manager,Travel_Rarely,7,3,2,31,3,5,4,0,Yes,14,4,23,4,2,22,7,1,10,No,2
30,Male,Medical,Married,Finance,Finance Manager,Travel_Rarely,7,3,2,48,2,1,2,1,No,12,2,6,3,2,6,4,1,1,No,2
45,Female,Medical,Single,Finance,Finance Manager,Travel_Rarely,5,5,3,50,1,2,1,1,Yes,14,1,10,3,3,10,7,1,4,No,3
45,Male,Marketing,Married,Sales,Sales Executive,Non-Travel,26,3,1,52,2,2,1,1,No,15,1,10,2,3,10,7,4,5,No,2
31,Male,Other,Single,Sales,Sales Executive,Travel_Frequently,2,4,4,54,3,2,1,7,No,13,4,10,3,3,5,2,0,3,No,3
36,Female,Life Sciences,Married,Finance,Finance Manager,Travel_Rarely,12,4,3,76,3,2,3,9,Yes,12,2,7,2,3,3,2,1,1,No,3
34,Male,Life Sciences,Divorced,Finance,Finance Manager,Travel_Frequently,10,4,3,42,4,2,4,1,No,13,1,9,3,3,9,7,7,2,No,3
49,Female,Life Sciences,Married,Finance,Finance Manager,Travel_Rarely,25,4,3,84,3,1,1,1,No,14,4,10,3,2,9,6,1,4,No,3
27,Male,Other,Divorced,Finance,Finance Manager,Travel_Rarely,19,3,4,67,2,1,1,1,No,11,1,7,3,3,7,7,0,7,No,3
35,Male,Life Sciences,Married,Finance,Finance Manager,Travel_Rarely,18,5,2,48,4,2,1,1,No,11,4,16,2,3,16,15,1,10,No,2
28,Female,Medical,Divorced,Finance,Finance Manager,Travel_Rarely,27,3,2,39,1,2,1,0,No,21,2,6,5,2,5,3,0,0,No,3
21,Male,Medical,Single,Finance,Finance Manager,Travel_Rarely,5,1,3,97,3,1,4,1,No,18,3,3,2,3,2,2,2,2,No,3
18,Female,Medical,Single,Sales,Sales Representative,Travel_Frequently,3,2,2,70,3,1,4,1,Yes,12,3,0,2,4,0,0,0,0,Yes,3
47,Female,Life Sciences,Married,Human Resources,Manager,Travel_Rarely,26,4,4,98,3,5,3,3,No,11,3,27,2,3,5,2,1,0,No,3
39,Male,Medical,Divorced,Finance,Finance Manager,Travel_Rarely,3,2,3,76,2,2,3,0,No,15,4,11,3,3,10,8,0,7,No,3
35,Female,Life Sciences,Married,Finance,Finance Manager,Non-Travel,8,4,3,52,3,2,3,1,No,12,4,15,5,3,14,11,2,9,No,3
37,Male,Life Sciences,Married,Finance,Finance Manager,Travel_Rarely,19,3,3,85,3,2,3,3,No,17,1,9,2,2,4,3,0,2,No,3
39,Female,Medical,Single,Finance,Finance Manager,Travel_Frequently,4,3,1,81,3,2,3,0,No,13,4,10,2,1,9,2,3,8,No,2
38,Female,Medical,Married,Finance,Finance Manager,Travel_Rarely,2,2,4,54,2,3,3,3,Yes,19,4,10,6,4,5,4,0,2,No,3
37,Female,Medical,Married,Finance,Finance Manager,Travel_Rarely,10,3,2,71,3,1,2,1,No,11,1,8,2,1,8,4,7,7,No,2
40,Female,Life Sciences,Single,Finance,Finance Manager,Travel_Rarely,16,3,3,84,3,3,4,6,Yes,15,4,18,2,2,4,2,3,3,No,3
44,Male,Human Resources,Married,Human Resources,Human Resources,Travel_Frequently,1,5,1,37,3,2,4,4,Yes,11,3,14,3,3,10,7,0,2,No,3
35,Male,Medical,Divorced,Sales,Sales Executive,Travel_Rarely,15,2,1,59,1,2,4,6,Yes,14,4,7,2,2,2,2,2,2,Yes,2
24,Female,Technical Degree,Single,Finance,Finance Manager,Travel_Frequently,2,1,1,32,3,1,4,1,Yes,13,3,6,2,3,6,3,1,3,No,2
27,Female,Medical,Married,Finance,Finance Manager,Travel_Rarely,8,3,2,86,4,1,3,7,No,17,1,5,0,3,3,2,0,2,No,3
27,Male,Medical,Single,Finance,Finance Manager,Travel_Frequently,2,3,4,87,3,1,4,2,No,13,3,6,0,2,4,2,1,2,No,3
25,Male,Life Sciences,Divorced,Finance,Finance Manager,Travel_Frequently,2,1,4,77,4,2,3,1,No,17,3,7,6,3,7,7,0,7,No,3
39,Male,Medical,Married,Finance,Finance Manager,Travel_Rarely,12,3,4,66,3,2,2,4,No,21,3,7,3,3,5,4,1,0,No,4
49,Female,Other,Married,Finance,Finance Manager,Travel_Rarely,22,4,1,72,3,4,2,3,No,16,2,27,2,3,4,2,1,2,No,2
50,Female,Life Sciences,Divorced,Finance,Finance Manager,Travel_Rarely,17,5,4,50,2,3,1,5,No,15,3,19,3,3,14,11,1,11,No,3
20,Female,Medical,Single,Sales,Sales Representative,Travel_Rarely,2,3,3,31,3,1,3,1,No,19,1,2,3,3,2,2,2,2,No,3
34,Female,Life Sciences,Divorced,Finance,Finance Manager,Travel_Rarely,3,3,4,66,3,2,2,1,No,12,3,11,2,3,11,8,7,9,No,3
36,Male,Life Sciences,Single,Finance,Finance Manager,Travel_Rarely,7,3,1,77,3,1,2,2,No,11,3,15,4,3,4,3,1,3,No,2
49,Female,Life Sciences,Married,Finance,Finance Manager,Travel_Rarely,6,1,3,41,2,4,3,2,Yes,19,2,30,3,3,15,11,2,12,No,3
36,Female,Medical,Married,Finance,Finance Manager,Non-Travel,1,4,4,33,2,2,3,0,No,15,3,4,6,3,3,2,1,2,No,3
36,Male,Life Sciences,Divorced,Finance,Finance Manager,Travel_Rarely,3,2,4,79,4,2,1,6,No,20,1,13,3,3,5,4,0,4,No,4
54,Female,Medical,Married,Finance,Finance Manager,Travel_Rarely,22,5,2,91,3,4,3,3,No,25,3,36,6,3,10,8,4,7,No,2
43,Male,Life Sciences,Married,Finance,Finance Manager,Travel_Rarely,15,2,3,65,2,4,3,1,No,24,1,14,3,3,14,10,6,11,No,4
35,Male,Other,Single,Sales,Sales Executive,Travel_Frequently,12,4,4,36,3,2,4,3,Yes,24,1,13,2,4,11,9,6,7,Yes,4
29,Male,Medical,Divorced,Sales,Sales Executive,Travel_Rarely,5,3,1,43,2,2,2,1,Yes,13,2,10,3,2,10,0,0,9,No,3
33,Male,Medical,Divorced,Sales,Sales Executive,Travel_Rarely,2,4,4,93,3,2,4,1,No,14,3,6,5,3,6,2,0,4,No,3
32,Male,Medical,Divorced,Finance,Finance Manager,Travel_Rarely,2,3,4,45,3,2,2,0,No,13,3,10,4,2,9,5,1,6,No,3
31,Female,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,5,4,1,67,3,2,4,1,No,11,1,10,2,3,10,0,0,2,No,3
49,Female,Medical,Divorced,Finance,Finance Manager,Travel_Rarely,16,3,4,74,3,1,1,4,Yes,16,2,17,2,2,2,2,2,2,No,3
20,Male,Life Sciences,Single,Sales,Sales Representative,Travel_Rarely,9,1,4,54,3,1,1,1,No,11,1,2,3,3,2,2,0,2,No,3
33,Female,Life Sciences,Divorced,Sales,Sales Executive,Non-Travel,16,3,3,36,3,2,4,1,Yes,25,3,7,2,3,6,5,1,2,No,4
36,Male,Life Sciences,Married,Finance,Finance Manager,Travel_Rarely,26,4,1,80,3,2,3,6,No,14,2,10,2,2,3,2,0,2,No,3
44,Female,Life Sciences,Divorced,Human Resources,Human Resources,Travel_Rarely,1,3,3,44,3,1,4,4,Yes,18,1,8,2,3,2,2,2,2,No,3
23,Male,Medical,Single,Finance,Finance Manager,Travel_Rarely,8,1,4,93,2,1,3,1,Yes,11,1,5,2,3,5,4,1,2,Yes,3
38,Female,Medical,Married,Finance,Finance Manager,Travel_Rarely,4,2,4,87,3,1,3,7,No,19,4,7,5,2,0,0,0,0,No,3
53,Male,Medical,Married,Finance,Finance Manager,Travel_Rarely,24,4,2,48,4,3,4,3,No,15,3,11,2,3,4,3,1,2,No,2
